gene,E14Tg2a-1,E14Tg2a-2,E14Tg2a-3,OctGip-1,OctGip-2,OctGip-3,OKO160-1,OKO160-2,OKO160-3,Z6-1,Z6-2,Z6-3
Asb9,6.6868,6.7258,6.7359,6.7068,6.6747,6.6578,6.7087,6.6208,6.674,6.783,6.7766,6.652
Enox2,7.2429,7.1082,7.1133,7.0144,7.2143,6.9968,6.7677,6.9791,6.7974,6.7302,6.9154,6.9868
Cpsf3l,8.4707,8.6747,8.6331,8.6514,8.8093,8.8075,8.7493,8.7995,8.9804,8.98,8.844,8.6897
Fam84a,6.7952,6.8212,6.8633,6.7433,6.7614,6.826,6.8209,6.7332,6.8298,6.8454,6.775,6.7916
Tmem102,6.9884,7.3051,7.0183,6.9457,7.2401,7.0346,6.9119,7.0952,7.109,7.2284,7.0068,7.1432
Zfp518b,10.8195,10.6682,10.5061,10.3773,10.5851,10.3615,11.0082,10.6414,10.4064,11.073,10.7469,10.4886
AC161246.1,6.69,6.5809,6.6686,6.6705,6.6633,6.7315,6.7186,6.6545,6.6031,6.6386,6.5951,6.5887
Acer1,6.6427,6.7151,6.6764,6.6751,6.7262,6.7815,6.6805,6.6052,6.5997,6.8106,6.5789,6.7263
RP23-170L24.3,10.6741,10.8164,10.5748,10.7117,10.5703,10.4039,10.5721,10.6827,10.7684,10.7706,10.7966,10.6305
Mtnr1a,6.561,6.7139,6.7192,6.6997,6.5891,6.7352,6.7043,6.6193,6.6545,6.6248,6.6501,6.6377
Nhedc2,7.154,7.2245,7.023,7.0883,7.1287,7.2242,7.211,7.456,7.5959,7.3595,7.3285,7.3433
Gm3706,6.5803,6.4937,6.6222,6.6345,6.5843,6.5526,6.5547,6.5124,6.6467,6.5721,6.569,6.5808
Shank1,6.7985,6.7164,6.6717,6.7254,6.7071,6.6931,6.6801,6.5968,6.7391,6.7513,6.6219,6.6583
Olfr358,6.5982,6.5905,6.5786,6.5161,6.5259,6.5728,6.5448,6.5482,6.4506,6.5666,6.473,6.523
AC140327.4,7.1074,6.8755,6.9266,6.953,7.0537,7.1807,7.1995,7.2215,7.3589,7.0749,7.0367,6.9263
Tmod1,6.6644,6.6394,6.5833,6.5173,6.6163,6.6349,6.6244,6.5399,6.5904,6.5983,6.5306,6.607
Agmat,6.7687,6.7211,6.736,6.6824,6.7489,6.7772,6.8811,6.77,6.6452,6.7846,6.7989,6.7244
Npat,7.023,7.0768,7.0114,7.0178,6.9603,6.9674,7.0756,6.9293,6.7367,7.0178,7.0013,6.9829
Cdkl2,6.6873,6.6566,6.6792,6.7352,6.681,6.6011,6.5845,6.6345,6.5367,6.6996,6.6746,6.5262
2010002M12Rik,6.5264,6.5751,6.5809,6.5497,6.5943,6.5415,6.5684,6.5256,6.5049,6.5061,6.6225,6.5858
E130309D14Rik,6.7564,6.7602,6.7816,6.7464,6.7731,6.7281,6.8101,6.8423,6.8363,6.878,6.8036,6.8407
Vps37a,6.6595,6.8056,6.7545,6.8406,6.7525,6.7029,6.7542,6.7183,6.7231,6.6946,6.7521,6.7161
Olfr1261,6.6099,6.6755,6.6615,6.6576,6.6291,6.6906,6.6281,6.608,6.6637,6.6502,6.6389,6.6339
Rps12,13.1472,13.3404,13.2975,13.0988,13.1051,13.1831,13.0805,13.141,13.1527,13.352,13.0753,13.1472
Bean,6.6701,6.5719,6.5946,6.6617,6.6039,6.5923,6.5406,6.6101,6.516,6.5334,6.6242,6.6363
Sst,6.5754,6.6596,6.5529,6.5794,6.7098,6.6787,6.6145,6.6198,6.5997,6.6099,6.6647,6.6643
9430023L20Rik,9.7277,10.0271,9.8483,10.0064,10.0264,10.3081,10.2315,10.28,10.3658,10.0968,10.2878,10.155
Tmem9,8.1817,8.1265,8.3151,8.4924,8.1393,8.1969,8.328,8.3118,8.5534,8.7109,8.5972,8.7893
Iapp,6.577,6.6185,6.6531,6.5206,6.5838,6.6606,6.6091,6.6527,6.8105,6.7554,6.765,6.6295
Calcrl,6.4953,6.5157,6.5263,6.538,6.5083,6.5852,6.6071,6.5402,6.5624,6.5652,6.4938,6.6001
Wnt9a,6.6908,6.6365,6.7166,6.7301,6.6762,6.7114,6.7236,6.622,6.8695,6.6114,6.6553,6.741
Tcfcp2,6.8741,6.8786,7.0041,6.9308,6.9411,6.9132,7.0262,6.7993,6.872,7.0448,7.0361,7.174
5730403B10Rik,6.6481,6.6965,6.7539,6.7359,6.7547,6.7495,6.752,6.7846,6.7544,6.6684,6.7127,6.7324
RP23-374K2.2,6.605,6.5575,6.5912,6.5323,6.6082,6.5499,6.5423,6.5292,6.5339,6.553,6.554,6.5746
Olfr906,6.5171,6.6414,6.5605,6.5962,6.6313,6.6769,6.698,6.6337,6.6633,6.5643,6.6157,6.6245
Slc39a7,9.1671,9.1798,9.3919,9.246,9.2827,9.2969,9.2342,9.0492,9.0825,9.3502,9.2754,9.0506
Tial1,8.2787,8.2351,8.1405,8.1746,8.0311,8.2287,8.1547,8.0007,7.9922,8.0061,7.9493,8.0093
Klri2,6.5198,6.5023,6.5706,6.5697,6.5792,6.5172,6.5259,6.5329,6.5083,6.5089,6.5767,6.5015
Mpl,6.6174,6.5993,6.5751,6.5537,6.6981,6.618,6.6885,6.5812,6.7819,6.6495,6.6547,6.7155
Atmin,9.3752,9.3862,9.403,9.4171,9.6227,9.4345,9.7841,9.5868,9.5531,9.5625,9.404,9.411
Cbx6,8.6614,8.7218,8.4697,8.6732,8.4412,8.3827,8.6366,8.6696,8.8972,8.4915,8.6565,8.6147
RP23-261P9.4,6.5803,6.4937,6.6222,6.6345,6.5843,6.5526,6.5547,6.5124,6.6467,6.5721,6.569,6.5808
Cabp4,6.6566,6.6292,6.6123,6.5579,6.6751,6.7263,6.6762,6.7051,6.668,6.6885,6.8112,6.6372
Nos2,6.605,6.6106,6.5677,6.6107,6.6406,6.6862,6.6539,6.6752,6.6381,6.5998,6.6666,6.6544
Gad2,6.6517,6.6456,6.5755,6.5387,6.5757,6.6619,6.6422,6.5667,6.6458,6.5558,6.5716,6.5674
Abca16,6.5142,6.613,6.6331,6.5555,6.6055,6.6804,6.6667,6.6752,6.6397,6.5849,6.655,6.6921
Gdf15,8.0387,7.9944,7.8476,7.8172,7.7498,8.0004,7.9748,7.9851,8.1187,7.8583,7.9031,8.0713
Qrfpr,6.616,6.6459,6.6838,6.596,6.6807,6.7418,6.6721,6.7294,6.6881,6.5813,6.6808,6.6333
Tssk5,6.5656,6.5952,6.6008,6.6963,6.6206,6.7471,6.6361,6.6426,6.6808,6.6379,6.7206,6.625
D16H22S680E,7.1052,7.226,7.0908,7.1003,7.0674,7.2029,7.0688,7.1152,7.1608,7.1783,7.1397,7.1524
Sv2a,6.9486,6.8835,6.8549,6.919,6.8668,6.9813,6.9148,6.8936,6.9783,6.9019,6.915,6.9363
Jph3,6.6718,6.6074,6.7083,6.7325,6.6143,6.6229,6.6295,6.604,6.6442,6.6829,6.6608,6.7304
Plcb1,6.6649,6.629,6.7014,6.716,6.6996,6.6589,6.5833,6.604,6.6918,6.6533,6.6446,6.6329
Olfr768,6.6036,6.6111,6.6388,6.5278,6.7139,6.5767,6.5623,6.591,6.694,6.4981,6.6475,6.5859
Wnt5a,6.8725,6.7516,6.7661,6.6755,6.8524,6.7619,6.6093,6.6744,6.5161,6.5196,6.5989,6.6003
Taz,6.9541,7.1838,6.9324,6.9213,6.9528,6.91,6.9195,6.8959,7.0224,6.9561,6.9189,6.965
Gpr61,6.6591,6.7357,6.7603,6.6461,6.7429,6.7287,6.6822,6.7146,6.5863,6.614,6.6853,6.6628
Slc37a2,6.7038,6.5714,6.7263,6.6388,6.6731,6.7657,6.624,6.6244,6.6899,6.722,6.7359,6.6987
Cd300lg,6.5854,6.6185,6.6041,6.5381,6.6157,6.5959,6.5777,6.5922,6.5536,6.635,6.6719,6.5388
B3gnt2,6.5929,6.6404,6.6725,6.5917,6.5413,6.5985,6.628,6.5692,6.6838,6.5127,6.5685,6.606
Klri1,6.587,6.5654,6.6316,6.578,6.5896,6.5467,6.6023,6.5911,6.6776,6.5878,6.5728,6.7071
Hnrnph3,7.1726,7.0669,7.235,7.3114,6.9748,7.2181,7.247,7.2441,7.3482,7.0443,7.2688,7.1797
Dolpp1,8.581,8.7229,8.8786,8.6947,8.9561,8.936,8.8017,8.9352,8.9222,8.9394,9.1579,8.5824
Sar1b,8.4037,8.5068,8.6292,8.4256,8.6157,8.5014,8.4441,8.4015,8.4111,8.8215,8.8885,8.5799
Tifab,6.6596,6.6624,6.612,6.619,6.6702,6.572,6.603,6.7617,6.673,6.7287,6.632,6.6269
Dhx15,9.7001,9.3308,9.7363,9.8726,9.3588,9.5706,9.5539,9.4641,9.4049,9.3907,9.3466,9.3826
2610101N10Rik,7.8668,7.4133,7.7569,7.6515,7.2065,7.2392,7.6093,7.4366,7.3573,7.3803,7.5532,7.4323
AU022870,10.139,10.2386,10.1763,9.8087,10.1652,10.2649,10.1681,10.1592,9.8229,10.0844,10.08,10.1303
Med4,9.077,9.0528,8.9557,9.1492,9.0871,9.2326,9.4891,9.4804,9.5778,8.9519,8.7316,8.4101
AC159260.1,6.5968,6.6139,6.5819,6.554,6.5601,6.5731,6.6064,6.5902,6.5738,6.6082,6.597,6.6008
Fgf2,6.6218,6.4752,6.5185,6.4874,6.5528,6.4861,6.5371,6.4942,6.5076,6.5317,6.5613,6.558
AC116136.2,6.6426,6.6243,6.5403,6.5861,6.5263,6.6171,6.6279,6.6488,6.5778,6.6883,6.6721,6.6028
Olfr283,6.5963,6.5824,6.5706,6.6313,6.5839,6.633,6.6503,6.6452,6.6013,6.675,6.6583,6.5832
Defb50,6.5893,6.5787,6.5721,6.6255,6.6702,6.5965,6.6099,6.5795,6.7324,6.544,6.6498,6.6018
Cd79a,6.6927,6.708,6.6681,6.6512,6.6167,6.7696,6.7463,6.832,6.7403,6.7995,6.8404,6.6665
AC116763.1,6.6952,6.6722,6.5145,6.5897,6.5703,6.6205,6.6003,6.5202,6.5538,6.5884,6.61,6.6215
Rsc1a1,7.7921,7.9931,7.9174,7.7753,8.2249,8.1497,8.0623,8.1709,8.0559,8.1812,8.203,7.9101
Rd3,6.6714,6.6474,6.6188,6.6048,6.554,6.6502,6.6182,6.5893,6.5858,6.6087,6.6039,6.5736
Bmp1,7.5463,6.9905,7.5403,7.6097,7.2625,7.4704,7.0585,6.9938,7.1456,7.1189,7.0898,7.0513
CT010470.1,6.7306,6.666,6.6891,6.6704,6.755,6.7776,6.704,6.7419,6.6691,6.6356,6.7138,6.7334
Pigl,9.0358,9.0654,9.6358,8.9849,9.3044,9.7544,9.4906,9.4745,9.6278,10.3279,10.1026,9.6455
Rpusd3,7.4652,7.4228,7.3771,7.3296,7.4753,7.4295,7.5292,7.3472,7.4123,7.975,7.6131,7.5898
Rsph10b2,6.6674,6.6148,6.6421,6.5987,6.6747,6.6636,6.5891,6.6319,6.6094,6.555,6.6106,6.6357
Ndufb10,7.286,7.4156,7.349,7.0035,7.2331,7.4463,7.3993,7.413,7.5437,7.3052,7.235,7.3709
Uchl4,6.6363,6.6777,6.7076,6.6105,6.7668,6.6994,6.6272,6.7466,6.6514,6.7054,6.7134,6.669
8430419L09Rik,6.5744,6.6065,6.6322,6.5992,6.6519,6.6072,6.6016,6.6979,6.7126,6.6323,6.7251,6.6353
Olfr519,6.5182,6.6091,6.5121,6.6197,6.6393,6.6362,6.5157,6.4494,6.5291,6.5901,6.6131,6.5441
Ulk1,8.6565,8.9744,8.4336,8.8072,9.0506,8.745,9.0043,8.7343,8.6197,9.4641,9.0793,9.14
Ino80e,6.7448,6.7219,6.8071,6.5731,6.7372,6.6582,6.6719,6.6649,6.6474,6.5475,6.6875,6.5932
Olfr681,6.6694,6.5997,6.6736,6.6625,6.6085,6.5656,6.6143,6.6432,6.5912,6.653,6.5948,6.6336
Rnaseh2a,9.2119,9.3936,9.0181,9.062,9.5625,9.4879,9.4267,9.584,9.5224,9.4339,9.3657,9.287
4930579C15Rik,6.5839,6.5823,6.4618,6.5612,6.5141,6.4762,6.5434,6.5953,6.4752,6.577,6.5338,6.5651
Serinc4,7.8679,8.064,7.7704,8.1006,7.9564,7.8084,7.3672,7.5394,7.3845,7.4841,7.7833,8.1904
Taf5,8.1778,8.2376,8.2161,8.2132,8.3646,8.2911,8.3637,8.2529,8.2411,8.2111,8.1908,8.2669
I830012O16Rik,6.6788,6.6004,6.6553,6.6095,6.7103,6.6373,6.5447,6.6512,6.5898,6.5504,6.5717,6.6123
Hoxc8,6.5853,6.59,6.603,6.7114,6.7074,6.7137,6.6723,6.6595,6.6335,6.6867,6.671,6.5841
Zfyve26,7.9591,7.816,7.9227,7.9562,7.9049,7.9484,8.0698,7.9453,8.1317,8.3496,7.999,8.139
Mier3,8.069,7.8172,7.9216,8.0174,7.745,7.7319,8.0741,7.8121,7.7358,8.159,7.8916,7.9146
2310079N02Rik,8.6381,8.503,8.8762,8.7553,9.0307,9.1492,9.4089,9.3502,9.2976,9.2779,9.1616,9.2006
Hebp1,7.554,8.0827,7.6791,7.6875,7.7907,7.9138,8.7922,8.9206,8.95,9.1288,9.0579,8.8381
Cym,6.5851,6.6014,6.5712,6.5788,6.7412,6.6407,6.6158,6.6387,6.5509,6.612,6.5823,6.6064
Ptma,12.4743,12.4695,12.3126,12.2569,12.1584,12.2152,12.4615,12.5198,12.2347,12.2625,12.4651,12.2347
Tcea1,6.6578,6.5974,6.5249,6.56,6.639,6.5445,6.5653,6.6147,6.5587,6.6143,6.5581,6.4941
Wnt3a,6.7173,6.6359,6.7526,6.9082,6.8268,6.8336,7.3384,7.0892,7.2892,7.4368,7.0233,7.1327
AC102609.4,6.5393,6.6062,6.6248,6.6325,6.582,6.7204,6.5893,6.5866,6.6876,6.5608,6.6619,6.5717
Olfr972,6.7551,6.5993,6.6168,6.6583,6.5562,6.583,6.5482,6.6927,6.5233,6.6289,6.6181,6.6109
Kcns2,6.6701,6.7465,6.7177,6.6294,6.6183,6.6275,6.6338,6.6442,6.6184,6.6067,6.6669,6.6677
V1ra7,6.6079,6.631,6.5956,6.5332,6.6275,6.6391,6.5493,6.5724,6.6366,6.5883,6.584,6.6369
Rc3h1,6.7134,6.9389,6.814,6.7394,6.7205,6.7076,6.7643,6.8853,6.8281,6.9059,6.89,6.8088
Alcam,6.6736,6.5522,6.7308,6.626,6.7138,6.6119,6.5873,6.5951,6.6788,6.5722,6.6503,6.6484
AC165433.1,6.8493,6.8044,6.8239,6.7072,6.9199,6.8737,6.6903,6.8041,6.8832,6.8631,6.8149,6.792
1700019N19Rik,6.551,6.5495,6.6002,6.6898,6.5681,6.5375,6.5847,6.5919,6.5779,6.5649,6.5606,6.6467
Gtf2b,6.9103,6.8601,6.891,6.7975,6.7842,6.8371,6.7913,6.7701,6.8151,6.8778,6.702,6.8193
Ctsc,6.9104,6.8858,6.7733,6.9087,6.8185,6.8155,6.891,6.97,6.7777,6.9375,6.968,6.9873
Il13,6.8016,6.8113,6.7991,6.9461,6.8554,6.9092,6.7684,6.8532,6.8894,6.8007,6.8762,6.7409
Sdcbp,8.7801,8.6197,8.7725,8.7258,8.7004,8.5436,8.1764,8.2282,8.0404,8.2991,8.2732,8.6508
Zfp647,6.9104,6.9125,6.8999,6.8613,6.9773,6.7876,6.7782,6.8943,6.9234,6.8433,6.663,6.8477
Nom1,6.853,6.9502,6.8356,6.7278,6.8007,6.8192,6.8088,6.79,6.9548,6.8185,6.9007,6.8798
Ccdc51,7.0316,7.0127,6.9632,7.0994,7.1245,7.1427,7.0131,7.1414,7.1511,7.1016,7.0205,7.0566
Rwdd2b,6.8621,6.9274,6.9536,6.8551,6.8637,6.9781,6.9016,6.9516,7.003,6.8897,6.875,6.8362
Znhit3,8.5306,8.3184,8.8252,8.4475,8.3034,8.9927,8.3087,8.3351,8.622,8.5228,8.9103,8.6391
AC165080.1,6.534,6.5553,6.5728,6.5975,6.5722,6.5161,6.5601,6.5927,6.5944,6.6038,6.5467,6.5669
Nat3,6.5574,6.6032,6.5163,6.5873,6.6334,6.4846,6.5882,6.4969,6.5556,6.5152,6.5515,6.5229
Xrcc6,7.6601,7.4394,7.6939,7.7287,7.2242,7.3557,7.4852,7.3719,7.4553,7.3779,7.5766,7.3299
Rpl17,13.437,13.6143,13.5115,13.571,13.375,13.4528,13.5368,13.5516,13.649,13.5251,13.5516,13.5045
Foxa3,7.2544,7.4494,7.2327,7.3617,7.3969,7.2484,7.135,7.499,7.1829,6.9276,7.2582,7.2079
Baiap3,6.8723,6.9002,7.012,7.275,6.9826,7.2684,7.0651,7.0754,7.4111,7.0952,7.1956,7.1131
Disp2,6.6447,6.5649,6.7127,6.671,6.6941,6.5984,6.5912,6.5478,6.5966,6.6083,6.554,6.6518
Mcm3ap,6.5217,6.6406,6.6372,6.6613,6.5991,6.6092,6.5822,6.6505,6.5757,6.7175,6.5463,6.5961
Lamb1-1,7.1305,7.0599,7.035,6.9963,6.9298,7.0498,6.9031,6.7305,6.8115,6.7527,6.717,6.8954
Dmd,6.6122,6.5652,6.6786,6.6716,6.6137,6.5361,6.6008,6.5306,6.6309,6.5797,6.5513,6.6517
1110059M19Rik,6.6709,6.5981,6.619,6.6276,6.6063,6.6139,6.6879,6.6226,6.6332,6.6071,6.6217,6.6203
Acer3,8.158,7.9859,7.9962,8.3469,8.117,7.9987,8.0203,7.8527,7.8385,8.0678,7.9227,8.376
Nipa2,7.6581,7.6398,7.5679,7.6401,7.7539,7.5236,7.576,7.6367,7.5016,7.7712,7.7992,7.5521
Defb1,6.6574,6.6462,6.5078,6.6758,6.638,6.6404,6.6312,6.6212,6.6253,6.6787,6.6539,6.5615
Pcbd1,6.9122,7.0746,6.7714,6.9485,6.8531,6.8627,6.8825,6.7679,6.7875,6.8047,6.9595,6.9508
Dock11,7.5748,7.2812,7.437,7.7392,7.5227,7.2493,7.1297,7.0962,6.7971,7.3084,6.9629,7.2338
Tas2r139,6.4905,6.4758,6.5382,6.5402,6.5057,6.6124,6.5349,6.545,6.4855,6.5399,6.5044,6.5457
Cyp4b1,6.6168,6.6374,6.5811,6.5435,6.6184,6.5853,6.4789,6.6884,6.6898,6.5645,6.6654,6.6767
Pkn1,6.6332,6.5789,6.6479,6.693,6.6405,6.6756,6.6165,6.7355,6.6841,6.6645,6.6526,6.7298
Snai2,6.7208,6.7407,6.812,6.7237,6.7316,6.7401,6.7707,6.8211,6.7167,6.8118,6.821,6.7906
Gatc,6.6211,6.6391,6.6628,6.6887,6.6504,6.6738,6.6274,6.734,6.7713,6.5888,6.6405,6.6622
Usp38,7.0526,6.9428,6.9065,7.002,7.0026,7.0991,7.0604,7.1162,6.9293,6.9077,6.944,6.8861
Ilkap,9.5344,9.4983,9.318,9.3725,9.4574,9.3095,9.4534,9.4569,9.6924,9.3415,9.3786,9.4791
V1rc20,6.5652,6.5375,6.5287,6.549,6.6227,6.5799,6.5395,6.6391,6.578,6.6127,6.5981,6.6184
BX284680.1,6.5819,6.6615,6.7401,6.6952,6.7441,6.729,6.7433,6.6981,6.7381,6.5646,6.651,6.6901
Ell3,7.8679,8.064,7.7704,8.1006,7.9564,7.8084,7.3672,7.5394,7.3845,7.4841,7.7833,8.1904
Smap2,7.0974,7.1077,7.0278,7.0398,7.0418,7.0932,7.2998,7.2099,7.2453,7.2171,7.2558,7.186
6030498E09Rik,6.5693,6.6504,6.7108,6.7002,6.5645,6.6298,6.6108,6.6756,6.6587,6.5292,6.5896,6.7027
Fam110c,6.7091,6.6435,6.6058,6.719,6.718,6.5555,6.599,6.5404,6.5991,6.5641,6.5604,6.725
Tubgcp2,8.8064,8.8597,8.9343,9.1012,9.4158,9.1969,8.9088,8.9749,9.2187,9.0034,9.0034,9.0744
Pldi,6.5504,6.5978,6.5284,6.6582,6.6272,6.5978,6.5894,6.5992,6.5385,6.613,6.572,6.5592
Spata20,6.545,6.532,6.581,6.5315,6.5737,6.5874,6.539,6.5599,6.6315,6.579,6.6024,6.6194
Adarb1,6.9161,7.0344,6.8977,6.9929,7.0475,7.0438,7.1086,6.9968,7.0791,7.1275,6.9143,7.0471
Napa,7.3313,7.1425,7.2869,7.4693,6.9232,7.1686,7.1786,7.0999,7.1313,6.8918,7.1418,7.1959
Fry,7.4025,7.2794,7.301,7.2564,7.2417,7.2371,7.1428,7.1544,7.1653,7.0337,7.4084,7.1065
AL954321.1,6.6365,6.6576,6.7143,6.6194,6.6124,6.5756,6.5981,6.7965,6.6842,6.6752,6.6392,6.6591
Rap1gds1,9.3007,9.0739,9.2502,9.1844,8.7595,8.7999,8.5652,8.4502,8.8311,8.6518,8.5108,9.1395
Rgp1,7.2809,7.2608,7.2481,7.0373,7.1916,7.069,7.1868,7.1433,7.1949,7.1253,7.1864,7.2365
AC118721.1,7.9581,7.9816,7.8939,7.8653,7.9916,7.7697,7.6635,7.6513,7.7073,8.0534,7.8898,8.1596
Zfp295,7.1833,7.1881,7.1488,7.0438,7.2669,7.3182,7.1443,7.3668,7.3093,7.1479,7.1196,7.0881
B3gnt6,6.5778,6.5198,6.5527,6.5358,6.5434,6.6143,6.5851,6.6244,6.6098,6.5785,6.6199,6.5369
1700019O17Rik,6.6046,6.6666,6.6616,6.6516,6.6341,6.6623,6.6243,6.636,6.6847,6.674,6.6636,6.6588
Usp14,8.6743,8.4456,8.6583,8.356,8.3935,8.5792,8.6991,8.3092,8.2666,8.4858,8.4943,8.4208
Phgr1,6.5882,6.5227,6.6382,6.5699,6.5884,6.6092,6.5072,6.5301,6.6239,6.5127,6.6158,6.5686
Wdfy1,6.8621,6.7623,6.7366,6.8614,6.725,6.6782,6.799,6.6666,6.7627,6.897,6.6922,6.8306
Olfr693,6.5724,6.5597,6.5747,6.4933,6.5665,6.4852,6.5906,6.5441,6.5039,6.6204,6.6862,6.5413
Lrp11,6.5371,6.5327,6.5528,6.5891,6.5604,6.5588,6.593,6.5107,6.6641,6.5896,6.6406,6.6428
Mfge8,8.7145,8.6272,9.1609,8.8653,8.885,9.0877,9.9,9.6186,9.5663,10.1605,9.6895,9.7781
Degs1,11.1548,11.0473,11.5354,11.3338,11.2467,11.2629,11.243,11.2336,10.9634,10.9856,11.0379,11.4096
Acsl4,6.9227,6.991,6.9715,7.0634,6.9709,7.0852,6.8636,6.8001,6.766,6.8819,6.9853,6.9264
Elmo2,6.6429,6.6592,6.6543,6.6045,6.5268,6.5528,6.6276,6.5526,6.5623,6.6839,6.6148,6.5507
AC168068.3,7.1826,6.9701,7.0912,7.2433,7.2085,6.9374,6.9801,6.9492,6.932,7.001,7.0107,7.2639
Slitrk4,6.6324,6.5515,6.6804,6.7677,6.7615,6.6179,6.6154,6.5366,6.643,6.6297,6.6101,6.6601
V1ra1,6.5744,6.5386,6.6689,6.6718,6.5792,6.6293,6.5943,6.6118,6.6416,6.6595,6.6172,6.6118
Cln8,6.6323,6.757,6.6515,6.6449,6.5987,6.6329,6.5988,6.6607,6.6382,6.6076,6.6583,6.759
1110002L01Rik,7.2605,7.3008,7.0781,7.2217,7.1495,7.1976,7.0416,6.9724,7.1027,6.8871,6.9839,7.0696
Mbd6,6.8281,6.6619,6.7178,6.6536,6.6683,6.6439,6.6946,6.6645,6.6161,6.6916,6.7124,6.6688
Trdn,6.7026,6.6388,6.5703,6.6096,6.583,6.6333,6.5425,6.6153,6.597,6.5338,6.5661,6.6984
Olfr111,6.5895,6.6982,6.6126,6.6943,6.6231,6.6066,6.5539,6.6192,6.6667,6.5595,6.5874,6.5665
4931428F04Rik,6.7488,6.7109,6.7124,6.699,6.7462,6.7487,6.7225,6.6756,6.6655,6.6182,6.7219,6.714
Evl,8.7386,8.539,8.4542,8.1761,8.269,8.1817,8.2838,8.4131,8.4899,8.1065,8.0487,8.4895
V1rf3,6.5479,6.6482,6.6209,6.6256,6.6166,6.513,6.5971,6.5833,6.6567,6.6413,6.6706,6.5831
Cd244,6.7368,6.7135,6.6622,6.6366,6.7029,6.6473,6.7152,6.5685,6.6166,6.7116,6.7089,6.7253
Wdr17,6.5707,6.579,6.5315,6.6666,6.5914,6.6413,6.598,6.5635,6.6602,6.609,6.6055,6.6564
Tomm6,6.5911,6.6253,6.5569,6.5921,6.5615,6.5997,6.6083,6.6087,6.6744,6.6277,6.6547,6.5764
Cxcl17,6.5769,6.6724,6.7497,6.7051,6.7163,6.609,6.6345,6.6617,6.6262,6.6428,6.6024,6.6332
Speer3,6.583,6.6096,6.6415,6.6038,6.593,6.6655,6.6478,6.6207,6.6568,6.583,6.5878,6.5039
Kcna10,6.649,6.6512,6.647,6.694,6.6975,6.6582,6.6556,6.6658,6.7122,6.6325,6.6125,6.6307
Oprm1,6.6125,6.604,6.6574,6.6035,6.5947,6.7234,6.675,6.5729,6.598,6.5706,6.6233,6.6613
Olfr1260,6.645,6.5526,6.5958,6.5148,6.6623,6.5962,6.5583,6.6083,6.5293,6.5308,6.6272,6.4239
1700030K09Rik,6.8415,6.7094,6.772,6.7935,6.7826,6.8279,6.8323,6.8318,6.8358,6.8062,6.7178,6.7998
Chmp5,8.1842,7.9404,8.0671,7.5448,7.8316,7.8319,7.9447,7.8088,7.7233,7.9337,7.821,7.9885
4930595M18Rik,6.5934,6.4776,6.5929,6.6211,6.5657,6.6198,6.6391,6.5538,6.5877,6.5659,6.5704,6.5787
Nkain2,6.718,6.6152,6.6779,6.6564,6.66,6.608,6.6723,6.6413,6.6768,6.7485,6.6261,6.6273
4930522L14Rik,7.8649,7.7319,7.6328,7.8518,7.685,7.6182,7.6902,7.6081,7.6274,7.7487,7.7147,7.9269
Tceal3,6.5968,6.7822,6.6266,6.6453,6.5853,6.6145,6.5858,6.5712,6.6367,6.619,6.6946,6.6387
Myot,6.6476,6.6557,6.6164,6.6164,6.6879,6.5749,6.5947,6.6064,6.5804,6.6616,6.694,6.6138
Olfr1259,6.6306,6.5675,6.5498,6.4996,6.6287,6.6412,6.651,6.6064,6.6418,6.6064,6.5836,6.5712
1810012P15Rik,6.7296,6.5869,6.65,6.7098,6.6421,6.6531,6.8015,6.6749,6.6569,6.8479,6.675,6.6078
Pygo2,11.485,11.3715,11.335,11.4722,11.4473,11.2516,11.6333,11.5602,11.5354,11.4082,11.1642,11.1954
Tchhl1,6.6833,6.8093,6.8274,6.7625,6.842,6.7915,6.7701,6.8357,6.7337,6.5917,6.7263,6.7181
Trpv4,6.662,6.7242,6.7034,6.6561,6.6556,6.6816,6.6734,6.6617,6.6651,6.6476,6.7058,6.6062
Unc45b,6.8785,6.8716,6.982,6.9734,7.0766,6.7932,6.8196,6.7362,6.7648,6.7568,6.7526,6.9774
Copb1,6.8097,6.7855,6.7746,6.8548,6.7517,6.7387,6.8051,6.8224,6.6733,6.8078,6.8366,6.7654
Uhrf2,9.4696,9.0667,9.346,9.7064,9.6422,9.7017,9.5686,9.4719,9.5876,9.9255,9.5539,9.8521
Sept10,6.688,6.6479,6.7649,6.7673,6.6931,6.8335,6.751,6.6795,6.7956,6.804,6.7464,6.7581
Pfdn5,11.1656,11.2118,11.2118,11.2686,10.8195,11.131,10.941,11.0153,11.2067,11.0424,11.2643,11.3886
Thoc7,8.5992,8.3255,8.4643,8.2956,7.9899,8.1585,8.2164,8.2125,8.2711,8.1605,8.1203,8.4586
2410131K14Rik,7.1867,7.404,7.238,7.1553,7.3452,7.2976,7.1689,7.3299,7.2455,7.1563,7.3264,7.1269
Omp,6.8407,6.8883,6.831,6.7786,6.9414,6.9039,6.8599,6.9375,6.9734,6.8755,7.0171,6.8163
AC083948.2,6.5572,6.5805,6.5381,6.4869,6.489,6.5856,6.5496,6.5252,6.5253,6.4719,6.5149,6.4998
Igsf9,9.2337,9.1341,9.2082,9.6522,9.2773,8.9365,8.572,8.7986,8.5778,8.4539,8.7277,8.937
