gene,E14Tg2a-1,E14Tg2a-2,E14Tg2a-3,OctGip-1,OctGip-2,OctGip-3,OKO160-1,OKO160-2,OKO160-3,Z6-1,Z6-2,Z6-3
Aspm,6.5729,6.5413,6.5794,6.642,6.6172,6.6206,6.6229,6.6533,6.5824,6.6379,6.5907,6.5761
Tcam1,6.6956,6.5839,6.7314,6.6075,6.6794,6.7381,6.6213,6.5885,6.6896,6.7038,6.6536,6.6682
Cplx4,6.5962,6.6924,6.6593,6.6376,6.7184,6.608,6.6603,6.6807,6.6136,6.6703,6.6536,6.6302
Aqp2,6.6554,6.695,6.8844,6.6275,6.7501,6.6991,6.6916,6.7938,6.671,6.8274,6.7225,6.6779
Zfp879,6.7445,6.7302,6.7242,6.6565,6.6831,6.6253,6.6753,6.6956,6.7357,6.5824,6.6548,6.6511
CT009550.1,13.1472,13.3404,13.2975,13.0988,13.1051,13.1831,13.0805,13.141,13.1527,13.352,13.0753,13.1472
A630012P03Rik,6.6835,6.6152,6.6696,6.6031,6.6251,6.5691,6.632,6.664,6.6356,6.6265,6.643,6.5506
Mylk3,6.6146,6.6795,6.7479,6.6877,6.6291,6.6808,6.6496,6.6895,6.5483,6.5517,6.6092,6.7394
Zfp511,8.9933,9.043,9.0269,9.6612,9.599,9.3581,9.0284,9.073,9.0962,8.8811,9.2013,9.3721
Nipal4,6.7155,6.7474,6.8156,6.6834,6.7552,6.9351,6.7833,6.7654,6.8955,6.7664,6.9016,6.767
Lemd1,6.7848,6.8083,6.7753,6.7123,6.7157,6.7718,6.7547,6.8273,6.8165,6.6318,6.708,6.7938
Lrrc49,6.543,6.5894,6.6231,6.5668,6.5873,6.5453,6.5828,6.5453,6.5191,6.6755,6.5948,6.5992
Bcl2l13,8.194,8.171,8.0389,7.9318,8.0849,7.979,7.8443,7.9363,7.8691,8.1808,8.1579,8.1703
Tff3,6.5787,6.578,6.6562,6.5991,6.6364,6.6734,6.5819,6.6329,6.6587,6.5271,6.7255,6.6404
Cyp2c68,6.6513,6.7628,6.6312,6.6393,6.6401,6.6083,6.643,6.6607,6.6236,6.7179,6.6894,6.6543
Snx14,6.6817,6.7373,6.6064,6.6008,6.6255,6.64,6.6515,6.61,6.6376,6.7011,6.6261,6.63
CT030728.5,6.6062,6.5889,6.5601,6.5813,6.5921,6.55,6.591,6.5532,6.6585,6.5582,6.6264,6.5504
Rtp2,6.6168,6.5857,6.5309,6.5597,6.5825,6.5522,6.5528,6.5499,6.5057,6.5672,6.6166,6.5577
Twf1,7.5671,7.3595,7.412,8.1227,7.4086,7.4624,8.1842,7.529,7.8176,8.0853,7.8738,8.0954
Ankrd54,6.5688,6.6983,6.6724,6.6605,6.6625,6.5822,6.6826,6.6795,6.6896,6.704,6.6243,6.6818
Ptx3,6.6679,6.5359,6.6887,6.5866,6.5352,6.7209,6.5864,6.5274,6.5417,6.5888,6.561,6.589
Hsf2bp,6.8906,6.774,6.7524,6.6878,6.8041,6.7113,6.9042,6.8418,6.7168,6.9643,6.8277,6.7936
Slfn5,6.6235,6.6406,6.6201,6.6183,6.5824,6.5896,6.5706,6.6618,6.5636,6.5312,6.5617,6.6018
Olfr1263,6.6722,6.6301,6.6332,6.5316,6.573,6.5828,6.7,6.5341,6.6752,6.5515,6.6362,6.6046
Usp16,8.2732,8.0956,8.3643,8.345,8.1348,8.3095,8.1997,8.3609,8.2343,8.3886,8.3434,8.2093
Svopl,6.627,6.6379,6.6646,6.6388,6.6159,6.661,6.6716,6.6826,6.5891,6.7136,6.6823,6.634
Arhgef1,6.9848,7.0552,7.0196,7.006,7.1414,7.0473,7.199,7.203,7.0972,7.0262,7.0188,7.1164
BC027231,6.8718,6.7867,6.9467,6.7345,6.7915,6.7927,6.8659,6.768,6.8212,6.8334,6.8208,6.8809
Hirip3,10.3752,10.5138,10.3744,10.2596,10.6181,10.5971,10.4998,10.6318,10.6924,10.1835,10.5794,10.0589
Exog,6.9361,6.855,6.8863,6.8625,6.8164,6.8317,6.7573,6.7995,6.7318,6.7717,6.8944,6.7595
Car4,8.1267,7.4706,7.8024,8.3276,7.5969,7.3529,6.8532,6.6815,6.7674,7.1787,7.2114,8.3418
AC134908.2,6.556,6.6454,6.6356,6.5765,6.6572,6.5436,6.6546,6.5871,6.6308,6.6515,6.5945,6.5611
Erg,6.6359,6.6204,6.5489,6.604,6.6593,6.6365,6.609,6.5594,6.5426,6.734,6.5558,6.5934
Fbxo4,7.1176,6.7945,7.0079,7.0834,6.9307,6.957,6.8567,6.883,6.8211,6.8805,6.8728,7.001
Itprip,6.6958,6.6419,6.6771,6.7002,6.6971,6.6265,6.6743,6.6805,6.7921,6.6308,6.6442,6.8491
Cenpv,10.3136,10.3055,10.6503,10.2177,10.0234,10.3773,10.25,10.1421,10.6074,10.5491,10.2016,10.6913
Olfr192,6.6873,6.6479,6.6723,6.7032,6.5327,6.6523,6.7057,6.6758,6.7454,6.7098,6.6037,6.698
Tceb3,7.3692,7.5697,7.4778,7.2955,7.3971,7.5978,7.4854,7.4772,7.4928,7.4987,7.4494,7.4787
Dcp2,7.0891,7.135,7.1544,7.1212,7.185,7.4094,7.3193,7.2793,7.4478,7.5453,7.4436,7.1975
Neb,6.6059,6.5696,6.4697,6.5524,6.6116,6.5677,6.5198,6.5201,6.5323,6.6252,6.5407,6.5241
P2ry12,6.7377,6.7788,6.7281,6.7009,6.7693,6.7422,6.6728,6.6244,6.6754,6.6838,6.7893,6.7115
Drp2,6.7158,6.6831,6.7026,6.6559,6.6834,6.7332,6.7383,6.7221,6.7304,6.608,6.7904,6.6737
AC158626.1,14.2558,14.1899,14.1754,14.1958,14.359,14.2221,14.2505,14.1312,14.0992,14.1252,14.1664,14.1958
Rpia,7.8078,8.0305,7.6904,7.6803,7.9628,7.6974,7.7881,7.8066,7.6885,7.5526,7.8026,7.731
Dpys,6.5274,6.6195,6.6963,6.5698,6.6015,6.6647,6.5377,6.5885,6.6015,6.584,6.6466,6.6203
Olfr770,6.6136,6.5923,6.5656,6.5591,6.622,6.5046,6.5955,6.6048,6.5936,6.5126,6.5752,6.63
Gria3,6.6139,6.585,6.6258,6.531,6.5626,6.5026,6.5545,6.5467,6.529,6.5247,6.5543,6.5638
Prssl1,6.6215,6.6294,6.6846,6.6485,6.601,6.5926,6.6707,6.5624,6.6494,6.7236,6.7199,6.6634
AC186033.1,8.7675,7.57,9.8278,9.6983,8.6495,11.6106,11.2086,8.6707,7.5732,11.4894,9.6585,11.0067
Serpini1,6.8623,6.8833,6.9223,6.851,6.9836,6.884,6.6921,6.7415,6.7241,6.6698,6.725,6.8496
Wap,6.5208,6.5955,6.5622,6.5597,6.529,6.5692,6.6159,6.6037,6.6072,6.6693,6.5723,6.5678
Zc3h14,8.5317,8.4441,8.523,8.8262,8.4242,8.5411,8.7043,8.5917,8.8424,8.6154,8.6044,8.6677
Serf2,11.0349,11.4783,10.9588,11.0912,11.2274,11.0424,10.8489,11.0695,11.0912,10.9823,10.9884,11.2601
Inppl1,9.76,9.3837,9.6408,9.928,9.7165,9.4767,9.1312,9.1238,9.2438,9.3116,9.0299,9.6012
Fam189b,6.6394,6.5678,6.577,6.671,6.6458,6.6423,6.6568,6.6737,6.6104,6.7327,6.6482,6.6723
Asb7,6.7101,6.6426,6.6269,6.5721,6.6327,6.6545,6.6907,6.7367,6.7111,6.6244,6.6265,6.6602
RP23-243G7.4,6.6564,6.5876,6.6169,6.594,6.5156,6.6106,6.6316,6.5974,6.5814,6.5944,6.5971,6.5778
Olfr112,6.6347,6.6701,6.6438,6.5076,6.6771,6.647,6.5824,6.6254,6.5384,6.6522,6.5629,6.6199
Cry1,6.582,6.5115,6.5734,6.5787,6.5477,6.5207,6.4959,6.517,6.6456,6.5473,6.6162,6.4592
Lpin1,6.5663,6.6575,6.6016,6.5977,6.7225,6.5914,6.6504,6.4845,6.5443,6.7176,6.558,6.6082
Mpp2,6.6568,6.5569,6.6233,6.6572,6.6644,6.6076,6.6173,6.5596,6.6723,6.6718,6.5836,6.6409
Tmem138,6.9674,7.0228,6.9885,6.9741,7.0001,6.9131,7.0434,7.1864,7.1029,6.9197,6.9748,6.9357
Ccdc122,6.64,6.617,6.7175,6.5994,6.6458,6.5775,6.5373,6.5707,6.5894,6.6516,6.7386,6.5927
Pyroxd1,8.2706,8.2016,8.2994,8.0161,8.1761,8.1608,8.0404,8.1075,8.0254,8.2451,8.3028,8.2125
Pgam2,6.9528,7.0435,7.1638,6.8578,7.1478,7.11,7.1123,7.3199,7.2761,7.1713,7.3062,7.0798
Rock1,7.4611,7.1318,7.0683,7.4072,7.1547,7.1183,7.3912,7.2523,7.1611,7.2913,7.2378,7.2288
Atxn7,6.6594,6.6808,6.6871,6.6463,6.718,6.6211,6.598,6.6354,6.8575,6.687,6.7247,6.6556
Mterfd3,7.0595,7.0408,6.9498,7.0883,7.0071,7.058,7.0983,7.0102,7.0089,7.1069,7.1272,6.9886
Gm1008,6.6389,6.615,6.6053,6.6274,6.5697,6.6153,6.6924,6.6293,6.5691,6.6205,6.6436,6.6623
Sparc,8.8237,9.0382,8.9578,9.3275,8.4564,8.8311,8.415,8.8937,8.6535,9.2572,9.5393,8.7948
Neurog1,6.6655,6.6585,6.6606,6.663,6.6707,6.6776,6.6658,6.5796,6.6337,6.6966,6.721,6.6835
Dnajb13,6.9083,6.946,6.9978,6.9685,7.0664,7.1835,7.565,7.4365,7.4347,7.7384,7.6564,7.2077
RP24-76E2.3,6.6966,6.6158,6.7392,6.7228,6.6318,6.7136,6.6696,6.5703,6.6177,6.6193,6.6671,6.7155
Otud5,6.7971,6.7346,6.9015,6.9867,6.7007,6.7816,6.6856,6.5963,6.5736,6.6906,6.617,6.7017
Psen2,7.0027,7.1133,7.0711,6.8863,7.0598,6.839,6.9694,6.9964,7.1417,7.0694,7.0443,7.2651
Phox2a,7.1544,7.1979,7.0052,7.1045,7.2832,6.9596,6.9298,7.1181,6.964,6.9322,6.9297,6.9477
Stk16,6.83,6.8197,6.8324,6.8514,6.8873,6.8236,6.9274,6.9071,6.8527,6.8592,6.8134,6.8335
Hip1r,6.7613,6.7164,6.7138,6.7456,6.7933,6.6894,6.7788,6.7307,6.7873,6.7384,6.712,6.7761
Zscan10,9.5393,9.7103,9.4956,9.5035,10.0208,9.5617,9.6012,9.6974,9.4845,9.302,9.487,8.9816
Npdc1,6.6757,6.6092,6.6289,6.5627,6.4582,6.5578,6.6317,6.5348,6.5403,6.5472,6.5156,6.5783
Ptpn11,6.7125,6.6627,6.6536,6.6154,6.7196,6.6301,6.6332,6.6026,6.6004,6.6403,6.6559,6.6857
Pnn,6.566,6.6689,6.6172,6.5888,6.6243,6.6136,6.6951,6.6042,6.5923,6.5952,6.5545,6.632
Cdkn2a,7.0881,6.9783,7.1941,6.947,6.9378,7.311,6.9976,7.0508,6.7599,7.1843,7.2262,7.2994
Ubl7,9.2269,9.3714,9.0511,8.9134,9.2394,9.0584,9.307,9.342,9.396,9.3767,9.3955,9.275
Gm5483,6.5702,6.579,6.5462,6.5665,6.7103,6.6438,6.6167,6.6485,6.6864,6.5582,6.6096,6.673
Mycbpap,6.69,6.6118,6.6271,6.5953,6.6786,6.6536,6.6547,6.6177,6.6217,6.7109,6.6274,6.6853
Tmod3,7.8736,7.8121,7.7019,7.638,7.8777,7.6127,8.0559,8.0919,7.7801,7.8642,7.9434,7.7163
AC122753.1,6.6097,6.6292,6.5868,6.6647,6.6439,6.6297,6.7237,6.6506,6.6694,6.6424,6.6582,6.6665
AC102575.2,12.4743,12.4695,12.3126,12.2569,12.1584,12.2152,12.4615,12.5198,12.2347,12.2625,12.4651,12.2347
P140,6.7055,6.6613,6.7394,6.7393,6.7255,6.6331,6.6277,6.7458,6.6613,6.6182,6.7241,6.6253
Asns,7.3675,7.0626,7.4984,7.4522,6.9342,7.381,7.2549,7.2291,7.1734,7.6102,7.3707,7.8438
Myg1,8.9822,8.8671,8.9844,8.9633,8.6089,8.9901,8.7218,8.8707,8.9291,8.5594,8.9628,8.6445
Bend5,6.5681,6.5784,6.6336,6.5114,6.5633,6.6295,6.5598,6.6133,6.7012,6.5807,6.5777,6.6015
Tas2r144,6.6288,6.5917,6.6141,6.5947,6.6711,6.6277,6.6223,6.5922,6.6604,6.5932,6.6757,6.5704
Orai2,6.623,6.5381,6.5503,6.6898,6.6093,6.5076,6.6259,6.6874,6.6442,6.616,6.628,6.6804
Csda,10.1576,10.0609,9.8659,9.4412,9.8556,9.8444,9.41,9.7017,9.4464,10.1514,9.894,9.7516
Ifi27l1,6.7038,6.7347,6.8061,6.641,6.7994,6.7781,6.6885,6.8263,6.6607,6.789,6.9039,6.7791
Ccdc141,6.5914,6.5649,6.608,6.6351,6.6212,6.6287,6.734,6.6312,6.6955,6.5884,6.6131,6.602
Zscan2,6.6152,6.6297,6.6446,6.6336,6.6111,6.5598,6.6832,6.6601,6.6085,6.6238,6.5845,6.7073
Dcaf15,9.2709,9.5112,9.6501,9.6908,9.5101,9.7042,9.6166,9.7218,9.8262,9.6019,9.5492,9.3154
Plxnb1,6.8889,6.7656,6.7489,6.8206,6.782,6.7898,6.8449,6.7719,6.8879,6.7181,6.7379,6.6948
Hist1h2ad,14.3374,14.3852,14.1664,14.3963,14.4176,14.3912,14.4862,14.4973,14.5302,14.3912,14.4176,14.2791
Snx25,6.7478,6.876,6.8888,6.9072,6.7631,6.8914,6.8268,7.0064,6.9339,6.8222,6.9033,6.8605
Defb10,6.5861,6.6172,6.603,6.606,6.7297,6.6442,6.5827,6.635,6.6515,6.6339,6.6013,6.6857
Galnt12,6.661,6.6863,6.7141,6.6688,6.7199,6.7255,6.7169,6.7563,6.7675,6.6115,6.6123,6.7014
Slc25a37,7.0235,6.9743,6.936,7.1086,7.094,7.042,7.4833,7.3811,7.5736,7.2415,7.1065,6.9972
S100a11,7.8991,7.6386,7.7346,7.4401,7.5507,7.6303,7.5394,7.8031,7.6,7.5581,7.563,7.7105
RP23-157O10.6,6.6879,6.7208,6.8036,6.6802,6.6993,6.6773,6.6588,6.6993,6.6784,6.7285,6.7071,6.6392
Kdelr1,6.5647,6.6557,6.6478,6.572,6.5914,6.6786,6.5939,6.6604,6.6282,6.6208,6.6175,6.6707
Tmc8,6.6223,6.5798,6.4906,6.5204,6.6706,6.5774,6.5608,6.5987,6.5927,6.6634,6.5088,6.6376
2310035C23Rik,6.8563,6.8226,6.8645,6.8549,6.8623,6.7993,6.8258,6.8471,6.8074,6.7616,6.7367,6.8397
Eif4enif1,9.7368,9.442,9.7132,9.6105,9.5248,9.4578,9.3791,9.3061,9.0598,9.5183,9.4506,9.483
Prss38,6.622,6.6422,6.7405,6.6242,6.7855,6.7623,6.6191,6.6946,6.6575,6.7928,6.7993,6.7492
Psd3,6.5084,6.5216,6.5356,6.5346,6.5224,6.6415,6.5828,6.6241,6.5542,6.5369,6.509,6.5382
Prl,6.6007,6.5749,6.5898,6.6105,6.621,6.6167,6.597,6.5642,6.5608,6.5913,6.6337,6.6393
Golph3l,8.035,8.0302,7.9028,7.8452,7.8319,7.9042,7.8078,7.8084,7.8535,7.8347,7.7334,8.0026
6230427J02Rik,7.047,6.915,6.9363,7.0096,6.8452,6.8918,6.855,6.8238,6.9205,6.9164,6.9749,6.8758
Defb2,6.5653,6.5908,6.5564,6.5797,6.5772,6.5568,6.565,6.5759,6.5912,6.551,6.5217,6.5494
Hoxc6,6.6847,6.6181,6.5996,6.6486,6.5601,6.6318,6.625,6.535,6.5828,6.616,6.584,6.6545
Traf5,6.6023,6.5836,6.5945,6.6435,6.6071,6.5484,6.6739,6.6228,6.7206,6.653,6.6209,6.6897
Smarcd2,9.2029,9.6054,9.8025,9.7501,9.5653,9.68,9.6267,9.6267,9.8702,9.9335,9.723,9.7995
Rqcd1,8.6932,8.6954,8.6549,8.4445,8.6409,8.6275,8.4809,8.365,8.6549,8.4502,8.3038,8.4119
Nos3,6.8376,6.7983,6.7724,6.716,6.9535,6.9285,7.7023,8.4292,8.0459,7.1857,7.2968,7.057
Ikbke,6.7228,6.7605,6.6727,6.6108,6.6795,6.6634,6.7706,6.7529,6.8054,6.7296,6.794,6.7224
1700102P08Rik,6.6582,6.6847,6.808,6.6985,6.7188,6.754,6.841,6.7325,6.8064,6.718,6.7688,6.7986
Zfp748,6.5546,6.6369,6.5453,6.622,6.5999,6.6052,6.6468,6.623,6.6259,6.641,6.5779,6.6539
Ndufs4,10.7469,10.6136,10.6446,10.4886,10.5031,10.5389,10.4284,10.4031,10.4787,10.4959,10.4452,10.7309
Nlgn2,7.037,6.911,7.0898,7.162,7.1161,6.8346,7.1508,7.0366,7.0288,7.2673,6.9455,7.1003
Mnx1,6.6643,6.6776,6.6606,6.5821,6.6014,6.6174,6.6061,6.7057,6.6053,6.5419,6.6336,6.6583
Nlrp10,6.6469,6.5941,6.6396,6.6117,6.5642,6.5594,6.5441,6.6234,6.4713,6.6105,6.4904,6.6036
Olfr684,6.603,6.7136,6.6831,6.696,6.565,6.6896,6.5607,6.5813,6.6138,6.6237,6.6188,6.6361
Rab38,6.7087,6.774,6.931,6.8055,6.7778,6.7166,6.6362,6.7761,6.7006,6.7555,6.7721,6.8089
Commd1,9.1131,8.8446,9.1686,8.9326,8.7386,9.1049,8.8588,8.7462,9.0007,8.8548,8.7999,8.8222
Fbxo41,6.7575,6.7032,6.6441,6.6225,6.7168,6.6654,6.7021,6.7024,6.7107,6.8075,6.646,6.7898
Kbtbd5,6.6081,6.5849,6.5826,6.6968,6.5564,6.5374,6.6082,6.564,6.6511,6.6634,6.5798,6.6023
Ubxn1,12.0807,12.2878,12.3651,11.9074,12.1128,12.2878,12.2751,12.4524,12.4258,12.2076,12.3435,12.4067
Tsga13,6.6831,6.5803,6.6641,6.6166,6.6184,6.602,6.5353,6.613,6.5611,6.6326,6.6687,6.5591
RP23-162D3.1,13.4426,13.4124,13.716,13.4124,13.5516,13.6623,13.4909,13.5918,13.6278,13.7331,13.5997,13.5251
Cypt15,6.6022,6.5905,6.591,6.5628,6.5699,6.5553,6.5613,6.5185,6.5772,6.5941,6.6105,6.5389
AC157651.1,6.7049,6.7034,6.8107,6.701,6.7536,6.7592,6.6719,6.8022,6.6546,6.6993,6.8659,6.743
AC133169.2,14.4626,14.505,14.505,14.215,14.4809,14.3963,14.3461,14.4459,14.3963,14.3522,14.4103,14.3673
Triap1,9.2348,9.307,9.2059,9.2759,9.6441,9.6105,9.0256,9.4375,9.2489,9.0329,9.3588,9.0342
Igf2bp2,10.002,10.0264,10.1144,10.3644,10.106,9.9664,9.5818,9.8969,9.6123,10.322,10.1748,10.1249
T2,6.6548,6.5846,6.6383,6.5946,6.5748,6.5882,6.7104,6.5876,6.5905,6.6434,6.5988,6.6541
Fmn2,6.9459,6.9113,6.798,6.9207,6.861,6.7177,6.7647,6.8371,6.6465,6.7822,6.7847,6.8436
Nfx1,7.0795,7.0585,7.0617,7.1869,7.3196,7.2852,7.1527,7.2251,7.2844,7.142,7.1836,7.078
Pcsk5,6.5473,6.6454,6.5744,6.6647,6.6038,6.5254,6.6175,6.5715,6.6272,6.6596,6.5676,6.596
Hist1h2bf,8.0857,8.113,8.6206,9.0492,8.8072,9.1155,9.2035,9.0537,9.448,9.1439,9.0936,9.3027
4921536K21Rik,6.6264,6.5824,6.5906,6.6841,6.5658,6.5612,6.6794,6.5968,6.6286,6.6791,6.5514,6.6389
Gmfb,6.6863,6.5869,6.6148,6.5892,6.6539,6.5972,6.6066,6.552,6.6645,6.5989,6.5976,6.6287
Gm7628,6.5927,6.5654,6.6099,6.6213,6.5338,6.5666,6.636,6.6366,6.5787,6.6179,6.6816,6.6397
Hdgfl1,6.6427,6.689,6.5425,6.6161,6.6196,6.5683,6.5928,6.6168,6.5782,6.5231,6.6565,6.6033
Epha7,6.6464,6.74,6.7141,6.6016,6.734,6.6879,6.6044,6.6148,6.5957,6.7638,6.6896,6.6708
Tmem33,6.5933,6.6321,6.6075,6.5084,6.5619,6.5909,6.5282,6.522,6.5585,6.554,6.5355,6.505
Spem1,6.6432,6.7592,6.6439,6.6084,6.6405,6.6589,6.6872,6.6204,6.684,6.6913,6.6424,6.6936
Coro1b,6.8935,6.931,6.9019,6.8497,6.7807,6.8108,6.8624,6.8526,6.833,6.9065,6.8773,6.7661
Cdc42se2,6.8041,6.737,6.8128,6.7359,6.7716,6.8299,6.741,6.7522,6.7048,6.7933,6.7174,6.8344
AC113514.1,6.6584,6.6294,6.4914,6.5363,6.5267,6.5064,6.6315,6.5014,6.6334,6.5904,6.6132,6.5092
Rp2h,6.5604,6.5737,6.5708,6.5018,6.5381,6.5823,6.6019,6.5648,6.5444,6.5459,6.559,6.6645
Epn3,6.6312,6.6379,6.5657,6.5628,6.6752,6.6509,6.6656,6.62,6.6644,6.6844,6.6743,6.5532
Cdh24,6.6401,6.6689,6.6514,6.6881,6.6289,6.5898,6.6987,6.5769,6.6497,6.682,6.6394,6.5953
Camkk2,6.8453,6.8076,6.702,6.8334,6.7764,6.8391,6.7719,6.7372,6.801,6.6779,6.736,6.7611
Olfr769,6.5627,6.6092,6.5445,6.5131,6.5483,6.5917,6.5826,6.5284,6.5225,6.5825,6.587,6.5579
4933402P03Rik,6.6605,6.6407,6.5406,6.5876,6.6022,6.6935,6.5617,6.5689,6.6271,6.6457,6.5632,6.5201
Ints9,7.4447,7.3864,7.6668,7.7346,7.7242,7.7075,7.6447,7.7727,7.9174,7.4701,7.477,7.3124
Erbb2ip,6.9715,6.9213,6.8419,6.7867,6.7561,6.7752,6.7321,6.8028,6.9251,6.8204,6.7741,6.8086
Mrgpra2b,6.9214,6.9754,6.9575,7.0045,6.9656,6.9694,6.9776,7.103,7.1682,6.9439,7.0972,6.9373
Fbxo28,9.343,9.1763,9.3425,9.3708,9.3198,9.266,9.187,9.1824,8.9158,9.3871,9.1181,9.2799
A930001N09Rik,6.7822,6.6792,6.7092,6.7769,6.7265,6.5551,6.6922,6.7248,6.622,6.6504,6.739,6.8041
Mysm1,6.7325,6.7193,6.6677,6.6595,6.6848,6.6672,6.6874,6.6312,6.6357,6.6293,6.6952,6.7283
Tipin,11.7057,11.788,11.7573,11.5354,11.9323,11.8965,11.8871,12.0557,11.8791,11.668,11.9214,11.7651
Ceacam1,7.5922,7.6396,7.5224,7.2166,7.4849,7.6042,8.5626,8.4936,8.4427,7.6564,7.5569,7.2931
D2Ertd750e,6.5717,6.6485,6.6359,6.5933,6.6378,6.6576,6.6689,6.6232,6.6866,6.7271,6.6396,6.641
Cd209g,6.5347,6.6369,6.557,6.5998,6.5796,6.5632,6.7166,6.5965,6.5678,6.6303,6.68,6.5628
Trappc6b,9.6941,9.4922,9.5808,9.503,9.2322,9.3284,9.7516,9.5903,9.7561,9.4216,9.2896,9.4178
Cerk,6.8382,6.8997,7.0281,6.9659,7.0446,6.9933,7.1678,6.9786,7.0727,7.1239,6.9116,7.128
Dck,7.0572,7.1504,6.9947,6.9117,7.1728,7.1255,6.9106,7.0362,6.9861,6.9577,6.9695,6.9685
AC138678.1,6.9214,6.9754,6.9575,7.0045,6.9656,6.9694,6.9776,7.103,7.1682,6.9439,7.0972,6.9373
Ntn1,6.6601,6.6003,6.5438,6.5696,6.6143,6.5387,6.6217,6.559,6.6168,6.5427,6.6743,6.5459
Olfr973,6.6236,6.723,6.7128,6.6048,6.7267,6.7285,6.6303,6.6451,6.7326,6.6626,6.703,6.6771
Mid2,6.6047,6.6422,6.6397,6.6052,6.678,6.5788,6.5047,6.6486,6.6221,6.5979,6.5894,6.5696
A430078G23Rik,6.6263,6.6179,6.6675,6.6962,6.6465,6.6314,6.6256,6.6286,6.6037,6.6548,6.6368,6.6733
Olfr683,6.5666,6.5687,6.6037,6.5938,6.5954,6.6402,6.6068,6.644,6.578,6.5761,6.6192,6.521
Fgd6,6.7689,6.6237,6.6757,6.7172,6.7867,6.6264,6.6868,6.8919,6.6868,6.7518,6.7237,6.6666
Trib2,7.3234,7.2883,7.3456,7.0986,7.2766,7.3548,6.7754,6.9653,7.1321,6.7025,6.9238,7.0292
Lrrn4cl,6.6875,6.6506,6.7833,6.6595,6.7918,6.6681,6.7074,6.8578,6.757,6.6698,6.6531,6.6938
Metapl1,7.046,7.1527,7.0696,6.9705,7.1105,7.0472,6.9364,6.9971,7.0241,6.8246,6.9685,7.0773
Mrps25,6.6298,6.5813,6.6264,6.7046,6.6206,6.6258,6.5395,6.5372,6.6026,6.6981,6.6386,6.6032
1300001I01Rik,7.7972,7.9883,7.9146,7.9241,8.0392,8.0904,8.2403,8.2164,8.4013,8.2387,8.2508,7.6798
Hbb-y,6.7367,6.7124,6.6386,6.7173,6.65,6.6402,6.6725,6.5806,6.6684,6.558,6.6217,6.6267
Dnajc16,7.7458,7.9358,8.1636,8.0007,8.1015,8.0925,8.1611,8.1328,8.0646,8.1017,8.0893,8.0751
Esrrg,6.6053,6.5546,6.5897,6.5553,6.5894,6.5184,6.557,6.541,6.6025,6.5519,6.6311,6.5527
Dock9,7.6019,7.521,7.5356,7.4125,7.3341,7.3393,7.2119,7.0541,6.7725,7.5407,7.4366,7.529
Slc28a3,6.604,6.6443,6.7092,6.5912,6.7963,6.7749,6.6454,6.8019,6.7847,6.6454,6.6975,6.6387
Tyk2,6.6697,6.7331,6.7212,6.6717,6.7725,6.8388,6.8471,6.8128,6.7472,6.7074,6.7148,6.7206
Psmb4,12.9411,13.0543,12.9598,13.0151,13.2238,12.965,12.98,12.8706,12.98,12.9044,13.141,12.9848
4930404N11Rik,6.6078,6.6333,6.5861,6.5985,6.563,6.584,6.5996,6.5668,6.5766,6.5873,6.6474,6.5814
Larp4b,11.0994,10.9144,10.764,10.7458,10.6801,10.3937,11.0269,10.7328,10.4709,10.8781,10.6694,10.8502
1700009P17Rik,6.6279,6.6191,6.6731,6.6056,6.7221,6.6752,6.6719,6.7388,6.7651,6.7741,6.7622,6.7164
Olfr1262,6.6732,6.6429,6.5764,6.6349,6.6558,6.6517,6.5468,6.6987,6.578,6.6072,6.6166,6.6337
Dusp27,7.4436,7.429,7.5018,7.379,7.3796,7.5623,7.5689,7.5321,7.531,7.5044,7.5319,7.1241
Slc7a9,6.6087,6.6466,6.7252,6.6007,6.7891,6.6543,6.7208,6.6621,6.6659,6.7715,6.5783,6.7375
2810403A07Rik,10.2727,10.3911,10.0976,10.3947,10.4064,9.8262,10.5195,10.4452,10.1108,10.1259,10.222,10.3947
Asxl2,7.005,7.0091,7.0288,6.8837,6.9599,7.1425,6.8998,6.9982,6.8968,6.9911,6.9101,6.8447
Olfr694,6.6704,6.8336,6.7889,6.6716,6.8035,6.7729,6.7581,6.7728,6.7405,6.7719,6.8639,6.7118
BX813315.1,6.5819,6.6615,6.7401,6.6952,6.7441,6.729,6.7433,6.6981,6.7381,6.5646,6.651,6.6901
Gpr152,6.7055,6.6564,6.6992,6.6573,6.6776,6.5828,6.6793,6.7247,6.6345,6.72,6.6924,6.7329
Olfr360,6.6272,6.6177,6.5386,6.603,6.6004,6.5566,6.5671,6.6249,6.6105,6.6126,6.5389,6.531
Psmc5,11.4326,11.5305,11.6584,11.1076,11.6779,11.4082,11.1954,11.4052,11.2447,11.4664,11.5044,11.2908
Med27,8.1545,8.2026,8.3389,8.2994,8.3976,8.342,8.4341,8.5423,8.472,8.4972,8.2481,8.3393
Anxa3,9.8771,8.2548,9.272,9.6858,8.7488,8.5816,8.0682,8.2621,8.2627,8.5317,8.7493,8.6996
Slain2,8.4101,8.182,8.3416,7.9343,8.1908,8.0392,8.2873,8.0937,8.1072,8.3123,8.144,8.3328
Actrt1,6.5142,6.5401,6.573,6.5943,6.6002,6.6269,6.6228,6.5141,6.597,6.6191,6.5859,6.6108
